"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"YJR127C_mRNA",685.000381071116,-0.675454822342336,0.349466360295348,-1.93281785912522,0.0532586394961828,0.401564072440592
"YLR088W_mRNA",309.676650540181,0.856146274151514,0.534587628305904,1.60150783299012,0.109264486510043,0.53504526911216
"YKL128C_mRNA",717.577039701309,1.16078969568594,0.364667168065656,3.18314835372551,0.00145682950289797,0.0561394894716326
"YLR100W_mRNA",2740.5694886862,0.120017972903537,0.252797644415894,0.4747590634432,0.634958714193508,0.922581424044066
"YKL106C-A_mRNA",0,NA,NA,NA,NA,NA
"YBR080C_mRNA",651.657937179658,-0.0356227434400015,0.473060220402922,-0.0753027667590826,0.93997382017963,0.98699945394451
"YOR292C_mRNA",30.7325685560293,1.46187169569438,1.64561306275476,0.888344732295212,0.374355344622721,0.804373819254654
"YNL219C_mRNA",426.667236359426,-0.295473569171784,0.463821009456877,-0.637042227814942,0.524097337992398,0.877908799560786
"YPR179C_mRNA",5.06731927746498,2.37336624156903,3.52229018531082,0.673813376157021,0.5004299696854,NA
"YOL062C_mRNA",534.918995793149,1.05249307756087,0.402307822999807,2.61613873106658,0.00889304168179747,0.159562269904251
"YDR540C_mRNA",41.6767435979409,-3.57219818931662,1.8291090523122,-1.95297168575102,0.0508229503431122,0.392467943941566
"YER087W_mRNA",135.540649955773,1.00513776154585,0.67378673521887,1.49177433898182,0.135758313224562,0.586681605363635
"YOL140W_mRNA",846.905790807559,-0.354735343254357,0.364167899450181,-0.974098331538655,0.330007717880907,0.7774572084961
"YFL009W_mRNA",759.302714985751,0.249878785003918,0.329204114633055,0.759039069977734,0.447829185513702,0.849895976666915
"YLL004W_mRNA",8.47505962773716,0.216944448544172,2.47952683271604,0.0874942935408907,0.930278621132822,NA
"YKL057C_mRNA",4.77950953538659,0.0583274490523161,4.17430655850037,0.0139729673024471,0.988851547899675,NA
"YPL130W_mRNA",4.16119523394046,-6.07349960643117,4.25537244252182,-1.42725453258608,0.153506541041889,NA
"YDL046W_mRNA",1753.79762475787,-0.328321168613585,0.284537697490392,-1.15387581859754,0.248551084341148,0.714645220633606
"YPL072W_mRNA",77.2072459619116,-0.355453220708315,0.880967877616768,-0.403480342177631,0.68659489322744,0.932719927554676
"YPR150W_mRNA",51.4898363234552,-3.53081397908229,1.15015004431754,-3.06987248883459,0.00214150178524201,0.0676878489354411
"YER180C_mRNA",4.27282172861419,-0.27442915412114,4.34437099296398,-0.0631689039830158,0.949632006336276,NA
"YGL157W_mRNA",867.432091932817,-0.830983803012761,0.410452649451052,-2.02455460848928,0.0429131192157903,0.367302948587464
"YDR252W_mRNA",25.1892058696397,2.53814746910543,1.87799262183907,1.3515215339983,0.1765284266014,0.640689766795012
"YLR037C_mRNA",86.3181871454972,-1.11832585291565,0.940585867611744,-1.18896731433485,0.234452529277305,0.702974489407108
"YMR307W_mRNA",21636.4671331241,0.178098952292215,0.219454454409885,0.811553143321353,0.417048087197623,0.829302097361329
